"","Date","TMBTM","SCBTMFPLUS","KFMTFI","TMBGF","KF-CINCOME","SCBSETFUND","ABG","ABSL","ABSM","JB25","ABWOOF"
"7","1/11/2560","13.4804","10.9134","15.1147","12.6195","10.5531","21.1261","125.1247","47.9803","53.5643","41.6071","13.0656"
"523","2/11/2560","13.4807","10.9137","15.1184","12.6322","10.5469","20.9720","124.6507","47.7845","53.5488","41.3615","13.0656"
"1069","3/11/2560","13.4811","10.9141","15.1207","12.6360","10.5404","20.9668","124.3969","47.6702","53.3691","41.3824","13.0918"
"1286","6/11/2560","13.4820","10.9151","15.1240","12.6471","10.5630","21.1122","125.4657","48.1140","53.8833","41.6683","13.1158"
"1332","7/11/2560","13.4824","10.9155","15.1260","12.6552","10.5715","21.1177","125.2671","48.0652","53.7074","41.7800","13.1765"
"1381","8/11/2560","13.4827","10.9158","15.1263","12.6471","10.5441","21.1306","126.3934","48.4794","54.4942","41.7930","13.1336"
"1432","9/11/2560","13.4830","10.9159","15.1250","12.6274","10.4945","20.9757","125.1183","47.9950","54.0668","41.4732","13.1260"
"49","10/11/2560","13.4830","10.9161","15.1241","12.6065","10.4945","20.8111","124.0753","47.5864","53.6409","41.1706","13.0990"
"188","13/11/2560","13.4840","10.9170","15.1241","12.6048","10.4633","20.7965","123.6888","47.4618","53.3381","41.1502","13.0511"
"233","14/11/2560","13.4843","10.9174","15.1233","12.6064","10.4560","20.9955","124.7481","47.8918","53.6069","41.6584","13.0677"
"277","15/11/2560","13.4846","10.9177","15.1252","12.6133","10.3943","20.8584","123.8173","47.5214","53.3997","41.3022","12.9859"
"325","16/11/2560","13.4849","10.9179","15.1257","12.6169","10.4243","20.8530","123.9605","47.5767","53.5917","41.4094","12.9609"
"374","17/11/2560","13.4853","10.9184","15.1280","12.6187","10.4211","21.0884","125.1213","48.0398","54.0510","41.9242","13.0016"
"573","20/11/2560","13.4863","10.9194","15.1288","12.6155","10.4078","21.1556","125.2314","48.0673","54.2366","41.9670","12.9657"
"624","21/11/2560","13.4866","10.9198","15.1298","12.6257","10.4518","21.1045","125.3429","48.1178","54.2783","41.9428","13.0113"
"675","22/11/2560","13.4869","10.9200","15.1275","12.6443","10.4461","21.1355","125.4833","48.1853","54.1584","42.0354","13.0843"
"720","23/11/2560","13.4873","10.9203","15.1263","12.6438","10.4399","21.0732","124.9306","47.9485","54.0221","41.9906","13.0819"
"770","24/11/2560","13.4878","10.9206","15.1280","12.6395","10.4309","20.9284","123.9655","47.5890","53.4667","41.7183","13.0987"
"922","27/11/2560","13.4888","10.9215","15.1279","12.6415","10.4132","20.9382","123.2256","47.3236","53.0847","41.7662","13.0682"
"972","28/11/2560","13.4891","10.9218","15.1291","12.6456","10.4083","21.0789","124.1026","47.6262","53.6241","41.9837","13.0129"
"1022","29/11/2560","13.4894","10.9221","15.1318","12.6309","10.4236","21.0570","123.9566","47.5937","53.4338","42.0011","13.0335"
"1121","30/11/2560","13.4898","10.9224","15.1332","12.6217","10.4363","20.9587","123.0953","47.2842","53.0387","41.7634","13.0192"
"12","1/12/2560","13.4902","10.9227","15.1330","12.6425","10.4248","20.9823","122.9273","47.2240","53.0808","41.8842","13.0177"
"1194","4/12/2560","13.4911","10.9237","15.1353","12.6355","10.4540","20.9803","122.6810","47.1341","53.0049","41.9441","13.0475"
"1290","6/12/2560","13.4918","10.9243","15.1368","12.6587","10.4335","20.9408","122.0993","46.9358","52.6392","41.9834","12.9179"
"1335","7/12/2560","13.4921","10.9247","15.1389","12.6467","10.4266","21.0593","122.4758","47.0660","52.7914","42.2467","12.9352"
"1386","8/12/2560","13.4924","10.9250","15.1377","12.6510","10.4590","21.0901","122.5563","47.0953","52.7787","42.2738","12.9782"
"145","12/12/2560","13.4937","10.9263","15.1378","12.6381","10.4768","21.0675","122.2650","47.0061","52.4259","42.4186","13.0579"
"192","13/12/2560","13.4940","10.9266","15.1377","12.6504","10.4899","21.1289","122.2935","47.0229","52.2993","42.4750","13.0600"
"237","14/12/2560","13.4944","10.9269","15.1400","12.6465","10.4605","21.2300","122.5467","47.1561","52.4003","42.8368","13.0179"
"282","15/12/2560","13.4948","10.9272","15.1413","12.6344","10.4657","21.2496","122.3499","47.0798","52.3148","42.9235","13.0138"
"428","18/12/2560","13.4957","10.9282","15.1444","12.6402","10.5329","21.3213","122.8353","47.2883","52.4832","43.0956","13.0983"
"479","19/12/2560","13.4960","10.9285","15.1440","12.6123","10.5400","21.4414","123.4462","47.5434","52.5719","43.2729","13.1566"
"577","20/12/2560","13.4964","10.9288","15.1457","12.6008","10.5269","21.5182","123.7522","47.6699","52.8024","43.4307","13.1432"
"628","21/12/2560","13.4967","10.9292","15.1459","12.5980","10.5211","21.5125","123.7465","47.6764","52.6739","43.3572","13.1223"
"680","22/12/2560","13.4972","10.9296","15.1488","12.6008","10.5380","21.5658","124.0104","47.7613","52.9097","43.4946","13.2171"
"823","25/12/2560","13.4982","10.9305","15.1490","12.5968","10.5358","21.6708","124.3833","47.9001","52.9520","43.7751","13.2684"
"874","26/12/2560","13.4985","10.9308","15.1521","12.5973","10.5429","21.7176","124.2315","47.8653","52.9025","43.7964","13.2684"
"926","27/12/2560","13.4988","10.9311","15.1549","12.6204","10.5608","21.7386","124.1551","47.8675","52.8429","43.8245","13.2684"
"976","28/12/2560","13.4992","10.9314","15.1591","12.6020","10.5318","21.5970","123.4014","47.5823","52.5434","43.4863","13.2473"
"1027","29/12/2560","13.4995","10.9318","15.1620","12.6156","10.5328","21.7207","123.7580","47.7066","52.8818","43.7388","13.2605"
"1059","3/1/2561","13.5010","10.9332","15.1647","12.6091","10.4999","22.0368","124.9579","48.1776","53.2309","44.5621","13.2429"
"1181","4/1/2561","13.5014","10.9336","15.1648","12.6160","10.5370","22.1809","125.2826","48.3652","52.9444","44.9981","13.3406"
"1233","5/1/2561","13.5019","10.9340","15.1725","12.6119","10.5616","22.2574","125.0417","48.2747","52.5664","44.9726","13.4115"
"1373","8/1/2561","13.5028","10.9349","15.1771","12.6121","10.5806","22.2246","125.1688","48.3161","52.6820","44.9281","13.4784"
"1423","9/1/2561","13.5031","10.9351","15.1771","12.5822","10.5854","22.2452","126.2400","48.7076","53.4772","44.9826","13.4764"
"39","10/1/2561","13.5035","10.9354","15.1799","12.5766","10.5537","22.2473","126.0610","48.6592","53.2040","44.8658","13.4009"
"84","11/1/2561","13.5038","10.9357","15.1849","12.5801","10.5525","22.3531","126.3723","48.7748","53.2170","44.9323","13.3012"
"134","12/1/2561","13.5041","10.9361","15.1835","12.5868","10.5617","22.4322","127.8655","49.3503","53.9396","45.1306","13.4016"
"270","15/1/2561","13.5051","10.9370","15.1888","12.5847","10.5607","22.6038","128.7994","49.7193","54.4734","45.5898","13.4982"
"316","16/1/2561","13.5054","10.9375","15.1927","12.5881","10.5940","22.6140","128.4680","49.5920","54.3301","45.5719","13.5304"
"364","17/1/2561","13.5057","10.9377","15.1925","12.5792","10.5727","22.6822","129.9547","50.1423","55.1087","45.7301","13.5035"
"415","18/1/2561","13.5061","10.9381","15.1921","12.5705","10.5830","22.5660","129.2500","49.8695","55.1487","45.4332","13.5446"
"467","19/1/2561","13.5064","10.9383","15.1934","12.5748","10.5854","22.5744","128.8955","49.6928","55.2737","45.4270","13.5617"
"667","22/1/2561","13.5073","10.9392","15.1952","12.5735","10.6008","22.5944","128.9142","49.6873","55.5109","45.5174","13.6348"
"716","23/1/2561","13.5077","10.9395","15.1964","12.5814","10.6122","22.6890","129.3381","49.9033","55.3219","45.8328","13.7290"
"761","24/1/2561","13.5080","10.9398","15.2005","12.5804","10.6139","22.7995","129.8314","50.0974","55.3852","45.9363","13.6862"
"810","25/1/2561","13.5085","10.9402","15.2055","12.5853","10.5846","22.5384","128.2307","49.4803","54.8021","45.4414","13.6681"
"863","26/1/2561","13.5087","10.9405","15.2050","12.5768","10.6066","22.6656","128.9517","49.7675","54.9321","45.7440","13.5846"
"1014","29/1/2561","13.5096","10.9414","15.2050","12.5575","10.6046","22.7571","129.3466","49.9183","55.0891","45.9342","13.6657"
"1112","30/1/2561","13.5102","10.9417","15.2049","12.5449","10.5359","22.6194","128.6992","49.6609","54.9281","45.5549","13.5463"
"1155","31/1/2561","13.5105","10.9420","15.2116","12.5568","10.5397","22.6073","129.2579","49.8319","55.4138","45.5850","13.4479"
"15","1/2/2561","13.5109","10.9423","15.2127","12.5421","10.5336","22.6747","130.6150","50.2831","56.1985","45.8903","13.4227"
"532","2/2/2561","13.5112","10.9427","15.2148","12.5080","10.4739","22.5918","130.4116","50.2014","55.9373","45.7959","13.3465"
"1245","5/2/2561","13.5122","10.9436","15.2122","12.5234","10.3943","22.3694","129.2618","49.7489","55.7798","45.3645","13.1197"
"1295","6/2/2561","13.5125","10.9439","15.2133","12.5299","10.2826","22.0985","128.4157","49.4170","55.6520","44.7921","12.6993"
"1339","7/2/2561","13.5128","10.9442","15.2130","12.5111","10.3166","22.0917","127.5913","49.1386","55.2485","44.6780","12.7555"
"1389","8/2/2561","13.5131","10.9444","15.2133","12.4868","10.2804","22.1148","127.8985","49.2450","55.4081","44.5215","12.8230"
"1441","9/2/2561","13.5135","10.9444","15.2112","12.4817","10.1969","22.0843","128.3612","49.3456","55.7311","44.3778","12.4924"
"150","12/2/2561","13.5144","10.9454","15.2115","12.4758","10.2091","22.2437","129.2073","49.6653","56.1624","44.6960","12.5542"
"196","13/2/2561","13.5147","10.9457","15.2138","12.4705","10.2017","22.2419","128.7505","49.5406","55.7177","44.7988","12.6020"
"240","14/2/2561","13.5151","10.9460","15.2155","12.4531","10.2013","22.1410","128.2505","49.3485","55.5896","44.6427","12.6055"
"285","15/2/2561","13.5153","10.9465","15.2150","12.4651","10.2655","22.2308","129.1065","49.6992","55.7314","44.9579","12.7096"
"334","16/2/2561","13.5157","10.9466","15.2163","12.4917","10.3006","22.2956","130.5904","50.2091","56.6355","45.0497","12.7846"
"484","19/2/2561","13.5167","10.9475","15.2187","12.4946","10.3030","22.3345","129.6278","49.8810","56.0314","45.2402","12.8696"
"582","20/2/2561","13.5170","10.9477","15.2178","12.4813","10.3123","22.2314","129.1093","49.6585","55.8869","44.9924","12.8161"
"632","21/2/2561","13.5173","10.9481","15.2195","12.4782","10.3259","22.2171","128.4678","49.4180","55.2432","45.3253","12.8099"
"682","22/2/2561","13.5177","10.9485","15.2216","12.4772","10.2937","22.0667","127.6615","49.1482","54.8759","45.4215","12.7805"
"729","23/2/2561","13.5180","10.9488","15.2226","12.4980","10.3227","22.3056","129.1014","49.7066","55.5132","45.7703","12.8242"
"879","26/2/2561","13.5189","10.9497","15.2269","12.5025","10.3602","22.6410","129.8771","50.0322","55.5598","46.6889","12.9211"
"931","27/2/2561","13.5192","10.9503","15.2264","12.4822","10.3480","22.6168","129.3761","49.8825","55.1184","46.7747","12.9483"
"980","28/2/2561","13.5195","10.9503","15.2301","12.4948","10.3480","22.6072","129.5671","49.9268","55.4170","46.7511","12.8254"
"536","2/3/2561","13.5202","10.9509","15.2301","12.4963","10.2129","22.3963","128.3847","49.5005","54.7134","46.3540","12.5779"
"1249","5/3/2561","13.5211","10.9517","15.2313","12.4868","10.2163","22.3638","128.0507","49.3633","54.8016","46.2446","12.5751"
"1300","6/3/2561","13.5214","10.9521","15.2319","12.4892","10.2663","22.2972","127.9050","49.3053","54.7805","46.2085","12.7351"
"1344","7/3/2561","13.5217","10.9525","15.2318","12.4867","10.2469","22.0834","126.7874","48.9036","54.4333","45.7898","12.7053"
"1393","8/3/2561","13.5221","10.9528","15.2325","12.5016","10.2815","22.0853","126.5743","48.8397","54.1690","45.8020","12.7546"
"1445","9/3/2561","13.5224","10.9530","15.2339","12.5017","10.3276","22.0468","127.0649","49.0514","54.0925","46.0197","12.8348"
"154","12/3/2561","13.5233","10.9539","15.2374","12.5074","10.3276","22.3448","129.2581","49.8496","54.8676","46.7618","12.9827"
"201","13/3/2561","13.5236","10.9547","15.2374","12.5177","10.3217","22.4610","129.2363","49.7783","54.8134","46.9152","12.9474"
"245","14/3/2561","13.5239","10.9551","15.2418","12.5228","10.2912","22.5181","129.4866","49.8852","55.1549","46.8642","12.8399"
"289","15/3/2561","13.5243","10.9554","15.2420","12.5225","10.2942","22.5502","129.3740","49.8462","55.1550","46.8662","12.7926"
"338","16/3/2561","13.5246","10.9557","15.2419","12.5242","10.3119","22.4854","129.0593","49.7333","54.9941","46.7599","12.7830"
"487","19/3/2561","13.5255","10.9566","15.2461","12.5241","10.2687","22.3307","128.2247","49.4086","54.5268","46.4723","12.7181"
"587","20/3/2561","13.5259","10.9569","15.2473","12.5163","10.2645","22.3226","128.2058","49.3691","54.5521","46.4805","12.6157"
"637","21/3/2561","13.5262","10.9571","15.2486","12.5116","10.2583","22.3425","128.1486","49.3362","54.6021","46.4488","12.5761"
"686","22/3/2561","13.5265","10.9575","15.2523","12.5358","10.2031","22.2998","127.8950","49.2392","54.5192","46.4026","12.6360"
"733","23/3/2561","13.5268","10.9578","15.2552","12.5353","10.1719","22.2523","126.9431","48.8961","53.9952","46.4512","12.3721"
"883","26/3/2561","13.5277","10.9586","15.2578","12.5375","10.1506","22.3323","127.4734","49.0833","54.2021","46.6964","12.3313"
"936","27/3/2561","13.5280","10.9589","15.2576","12.5551","10.1795","22.3477","127.8025","49.1877","54.5744","46.7019","12.4739"
"985","28/3/2561","13.5283","10.9591","15.2532","12.5624","10.1794","22.1454","126.8812","48.8286","54.0682","46.3518","12.3823"
"1031","29/3/2561","13.5286","10.9595","15.2522","12.5719","10.2082","21.9395","126.1380","48.5704","53.8050","45.8623","12.4217"
"1129","30/3/2561","13.5289","10.9599","15.2567","12.5685","10.2052","22.0529","126.7775","48.8305","53.9214","46.1616","12.3547"
"540","2/4/2561","13.5298","10.9606","15.2580","12.5622","10.2036","22.1368","127.4515","49.0841","54.0476","46.2511","12.3547"
"1086","3/4/2561","13.5301","10.9609","15.2586","12.5575","10.1915","21.9333","125.9266","48.5212","53.6425","45.9745","12.3547"
"1207","4/4/2561","13.5304","10.9612","15.2590","12.5568","10.1719","21.4763","123.3263","47.5829","52.5902","44.9703","12.3205"
"1254","5/4/2561","13.5307","10.9614","15.2570","12.5486","10.2489","21.6678","124.3717","47.9239","53.3234","45.3892","12.4706"
"1449","9/4/2561","13.5319","10.9625","15.2588","12.5607","10.2301","21.8104","125.5234","48.4040","53.4538","45.9130","12.4386"
"62","10/4/2561","13.5322","10.9627","15.2558","12.5455","10.2528","21.9341","126.1010","48.6441","53.3911","46.1808","12.4701"
"110","11/4/2561","13.5324","10.9630","15.2552","12.5504","10.2583","21.9631","126.5944","48.8367","53.4232","46.0988","12.5683"
"159","12/4/2561","13.5328","10.9633","15.2559","12.5495","10.2843","22.0059","126.7850","48.8678","53.6067","46.1594","12.5375"
"391","17/4/2561","13.5342","10.9647","15.2555","12.5633","10.3110","21.8952","126.4467","48.7383","53.4119","45.8604","12.5915"
"442","18/4/2561","13.5345","10.9650","15.2553","12.5559","10.3328","22.1025","127.0366","48.9532","53.6818","46.2972","12.6974"
"492","19/4/2561","13.5348","10.9653","15.2538","12.5298","10.3153","22.3802","127.9636","49.2995","53.8891","47.1106","12.7132"
"592","20/4/2561","13.5351","10.9655","15.2501","12.5110","10.3034","22.4641","128.3069","49.4620","53.8434","47.4577","12.6083"
"737","23/4/2561","13.5359","10.9663","15.2480","12.4938","10.3002","22.3302","127.8670","49.3081","53.7365","47.1034","12.5922"
"787","24/4/2561","13.5362","10.9665","15.2466","12.4868","10.2933","22.3020","127.6159","49.2066","53.5851","47.0503","12.5746"
"837","25/4/2561","13.5365","10.9668","15.2434","12.4705","10.2435","22.1980","126.9110","48.9272","53.5572","46.8248","12.4815"
"888","26/4/2561","13.5368","10.9671","15.2434","12.4921","10.2660","22.1265","126.2540","48.6883","53.2606","46.6119","12.6264"
"941","27/4/2561","13.5371","10.9673","15.2442","12.5077","10.3019","22.2091","126.5125","48.7778","53.0718","46.9074","12.6264"
"1133","30/4/2561","13.5380","10.9682","15.2441","12.5097","10.3229","22.2487","126.5125","48.7778","53.0718","46.8058","12.6412"
"545","2/5/2561","13.5386","10.9688","15.2385","12.4806","10.3064","22.4193","127.3708","49.1159","53.4725","47.1777","12.6713"
"1091","3/5/2561","13.5389","10.9690","15.2371","12.4909","10.2907","22.4302","126.6512","48.8462","53.1315","47.0941","12.5349"
"1211","4/5/2561","13.5392","10.9692","15.2387","12.4956","10.2821","22.3112","126.1448","48.6635","53.0361","46.7575","12.5152"
"1352","7/5/2561","13.5401","10.9701","15.2376","12.4997","10.3223","22.3159","126.1511","48.6581","52.9849","46.8191","12.6013"
"1402","8/5/2561","13.5404","10.9704","15.2304","12.4783","10.3139","22.0824","125.0989","48.2555","52.5588","46.2331","12.6414"
"1455","9/5/2561","13.5407","10.9705","15.2226","12.4744","10.3205","22.0546","124.0201","47.8466","52.1291","46.1610","12.6793"
"65","10/5/2561","13.5410","10.9707","15.2251","12.4887","10.3555","21.9465","123.6948","47.7434","51.8553","45.9347","12.7707"
"114","11/5/2561","13.5413","10.9707","15.2304","12.4885","10.3795","22.1890","125.0936","48.2883","52.0979","46.5729","12.7707"
"250","14/5/2561","13.5422","10.9715","15.2317","12.4696","10.3773","22.2697","125.1876","48.3152","51.9474","46.7707","12.7552"
"295","15/5/2561","13.5425","10.9717","15.2261","12.4296","10.3449","22.2042","125.2096","48.3310","51.8676","46.6822","12.7435"
"345","16/5/2561","13.5428","10.9719","15.2255","12.4381","10.3506","21.9998","124.5424","48.1196","51.6231","46.2711","12.7549"
"395","17/5/2561","13.5432","10.9722","15.2195","12.4324","10.3383","22.0032","124.5344","48.1516","51.2958","46.3510","12.7592"
"446","18/5/2561","13.5435","10.9724","15.2182","12.4404","10.3333","22.0378","125.2211","48.3649","51.5264","46.4675","12.8006"
"646","21/5/2561","13.5444","10.9733","15.2078","12.4479","10.3466","22.2187","126.3519","48.8105","51.9136","46.7900","12.8191"
"696","22/5/2561","13.5447","10.9736","15.2047","12.4510","10.3655","22.1379","126.3388","48.7966","51.7498","46.4870","12.8191"
"742","23/5/2561","13.5450","10.9738","15.2037","12.4758","10.3350","22.0327","125.9685","48.6466","51.5468","46.0812","12.7900"
"790","24/5/2561","13.5453","10.9741","15.1953","12.4838","10.3275","21.7786","125.0277","48.2851","51.2550","45.4273","12.7675"
"841","25/5/2561","13.5457","10.9743","15.1946","12.5068","10.3216","21.8873","125.4556","48.4619","51.2474","45.7826","12.6658"
"994","28/5/2561","13.5466","10.9752","15.1986","12.5068","10.3222","21.8241","125.1942","48.3580","51.2696","45.3649","12.6805"
"1138","30/5/2561","13.5473","10.9758","15.2017","12.5208","10.2844","21.6941","123.9295","47.8598","50.7877","45.0696","12.5101"
"1169","31/5/2561","13.5476","10.9761","15.2055","12.5221","10.2985","21.7105","123.3933","47.6526","50.5719","45.1728","12.6042"
"27","1/6/2561","13.5480","10.9765","15.2109","12.5063","10.3208","21.6404","123.8453","47.8214","50.6956","45.0027","12.5855"
"1215","4/6/2561","13.5490","10.9774","15.2101","12.5003","10.3517","21.6551","124.1124","47.9343","50.8404","45.1230","12.6746"
"1261","5/6/2561","13.5493","10.9777","15.2166","12.5013","10.3457","21.8000","124.9800","48.2954","50.9898","45.5010","12.6944"
"1308","6/6/2561","13.5496","10.9780","15.2227","12.4667","10.3250","21.8790","125.5556","48.5038","51.2667","45.6777","12.6590"
"1356","7/6/2561","13.5501","10.9786","15.2264","12.4598","10.3434","21.8171","124.9957","48.2668","51.3535","45.4336","12.7637"
"1406","8/6/2561","13.5505","10.9790","15.2290","12.4671","10.3323","21.6747","124.2927","47.9820","51.3072","44.9638","12.6976"
"118","11/6/2561","13.5514","10.9800","15.2338","12.4533","10.3448","21.6804","124.1100","47.9343","51.1493","44.9724","12.7681"
"168","12/6/2561","13.5518","10.9804","15.2351","12.4522","10.3492","21.7417","124.3822","48.0345","51.2057","45.1375","12.7741"
"210","13/6/2561","13.5521","10.9808","15.2330","12.4557","10.3498","21.6202","124.0962","47.9241","51.3096","44.8325","12.8251"
"254","14/6/2561","13.5524","10.9812","15.2304","12.4791","10.3670","21.5131","123.4220","47.6698","51.0697","44.5577","12.7533"
"299","15/6/2561","13.5528","10.9815","15.2276","12.4869","10.3604","21.4478","123.4715","47.6814","51.1694","44.4092","12.8467"
"450","18/6/2561","13.5538","10.9824","15.2240","12.4937","10.3282","21.1335","121.9362","47.0853","50.5487","43.6912","12.8313"
"501","19/6/2561","13.5541","10.9827","15.2248","12.5060","10.2991","20.6492","119.6374","46.1692","49.7634","42.6193","12.8119"
"600","20/6/2561","13.5545","10.9830","15.2215","12.4966","10.3287","20.9541","121.2157","46.7920","50.0934","43.3561","12.8718"
"650","21/6/2561","13.5548","10.9833","15.2211","12.5121","10.3046","20.5832","119.7492","46.2034","49.6158","42.5556","12.9061"
"700","22/6/2561","13.5551","10.9836","15.2244","12.5151","10.3218","20.6013","119.6972","46.1585","49.6179","42.6626","12.9170"
"845","25/6/2561","13.5561","10.9845","15.2306","12.5169","10.2876","20.4289","119.3311","45.9955","49.4162","42.3196","12.8976"
"897","26/6/2561","13.5564","10.9835","15.2360","12.5165","10.2769","20.4549","119.5223","46.0458","49.5653","42.4879","12.8155"
"950","27/6/2561","13.5567","10.9838","15.2397","12.5279","10.2915","20.3807","119.8268","46.1292","49.7242","42.2898","12.8132"
"998","28/6/2561","13.5570","10.9840","15.2391","12.5267","10.2537","20.1276","118.5259","45.6686","48.8720","41.9575","12.7741"
"1044","29/6/2561","13.5574","10.9843","15.2373","12.5259","10.2936","20.0841","118.9818","45.8465","48.6578","42.0322","12.9028"
"553","2/7/2561","13.5584","10.9852","15.2396","12.5204","10.2575","20.2379","119.7110","46.1202","49.1678","42.2678","12.8488"
"1100","3/7/2561","13.5587","10.9855","15.2394","12.5357","10.2753","20.4916","120.8221","46.5522","49.7213","42.7668","12.9034"
"1220","4/7/2561","13.5590","10.9858","15.2417","12.5334","10.2736","20.5190","121.1925","46.6987","49.7247","42.9429","12.8902"
"1265","5/7/2561","13.5595","10.9862","15.2397","12.5414","10.2891","20.1760","119.8329","46.1774","49.0760","42.2326","12.9283"
"1312","6/7/2561","13.5599","10.9865","15.2388","12.5475","10.3027","20.3319","120.5559","46.4787","49.3612","42.6235","12.9722"
"1463","9/7/2561","13.5609","10.9876","15.2433","12.5448","10.3416","20.4306","121.1814","46.7034","49.5405","42.8605","13.0762"
"73","10/7/2561","13.5612","10.9880","15.2395","12.5418","10.3664","20.6852","122.4001","47.1765","49.9213","43.4619","13.1245"
"122","11/7/2561","13.5616","10.9883","15.2393","12.5517","10.3365","20.5973","122.6981","47.1820","50.2307","43.1473","13.1361"
"172","12/7/2561","13.5619","10.9886","15.2371","12.5582","10.3469","20.6556","122.8062","47.2525","50.2310","43.1704","13.1157"
"214","13/7/2561","13.5623","10.9890","15.2384","12.5716","10.3625","20.6935","122.8746","47.3046","50.1887","43.1744","13.2049"
"353","16/7/2561","13.5633","10.9900","15.2405","12.5554","10.3536","20.4976","121.2340","46.7272","49.3723","42.8373","13.2112"
"404","17/7/2561","13.5637","10.9903","15.2428","12.5540","10.3450","20.4760","121.6865","46.8719","49.5945","42.7154","13.1527"
"454","18/7/2561","13.5640","10.9903","15.2377","12.5501","10.3656","20.5938","122.1617","47.0464","49.9090","43.0948","13.2300"
"504","19/7/2561","13.5644","10.9905","15.2321","12.5637","10.3631","20.7449","122.4753","47.1629","49.9722","43.3632","13.2809"
"604","20/7/2561","13.5650","10.9908","15.2320","12.5424","10.3624","21.0484","123.7688","47.7089","50.3351","44.2314","13.3290"
"750","23/7/2561","13.5661","10.9918","15.2349","12.5171","10.3695","21.1010","123.8265","47.7536","50.1436","44.3612","13.3484"
"799","24/7/2561","13.5664","10.9921","15.2348","12.5301","10.3857","21.0838","123.3721","47.6012","49.8933","44.3418","13.3968"
"850","25/7/2561","13.5668","10.9924","15.2373","12.5372","10.3945","21.2858","124.9312","48.2137","50.1483","44.8521","13.3580"
"901","26/7/2561","13.5673","10.9928","15.2406","12.5291","10.4202","21.4327","125.7638","48.5513","50.1802","45.2037","13.4761"
"1174","31/7/2561","13.5691","10.9944","15.2439","12.5295","10.4469","21.4273","126.3606","48.7795","50.4971","45.2507","13.5263"
"32","1/8/2561","13.5695","10.9949","15.2442","12.5150","10.4316","21.6805","127.5630","49.2587","50.7214","45.9303","13.4264"
"557","2/8/2561","13.5699","10.9951","15.2438","12.5230","10.4021","21.4944","126.6986","48.9153","50.5831","45.4926","13.3467"
"1104","3/8/2561","13.5702","10.9955","15.2444","12.5408","10.4264","21.5405","127.2132","49.0917","50.9674","45.4807","13.4079"
"1316","6/8/2561","13.5713","10.9965","15.2440","12.5471","10.4444","21.3454","126.0970","48.7039","50.5105","45.0141","13.4160"
"1365","7/8/2561","13.5716","10.9968","15.2426","12.5329","10.4691","21.4805","126.6656","48.9108","50.8084","45.4360","13.4238"
"1415","8/8/2561","13.5720","10.9971","15.2420","12.5315","10.4602","21.6849","128.0614","49.4566","51.1367","45.9172","13.4066"
"1467","9/8/2561","13.5724","10.9974","15.2428","12.5379","10.4601","21.6967","127.9977","49.4340","50.8665","45.8670","13.3705"
"77","10/8/2561","13.5728","10.9977","15.2430","12.5592","10.4277","21.4863","126.9501","49.0234","50.5941","45.3163","13.3001"
"262","14/8/2561","13.5743","10.9990","15.2457","12.5455","10.3806","21.3564","126.5649","48.8690","50.5802","45.0045","13.1566"
"308","15/8/2561","13.5747","10.9994","15.2500","12.5501","10.3806","21.1174","124.8268","48.2213","49.7786","44.4550","13.0083"
"357","16/8/2561","13.5751","10.9997","15.2500","12.5476","10.3961","21.1952","124.6691","48.1556","49.7208","44.5034","13.0083"
"408","17/8/2561","13.5754","11.0000","15.2500","12.5453","10.4016","21.3006","124.8280","48.2319","49.7810","44.7416","13.0562"
"608","20/8/2561","13.5765","11.0010","15.2496","12.5530","10.4266","21.4533","125.7801","48.6012","49.8161","45.2053","13.0557"
"659","21/8/2561","13.5769","11.0014","15.2458","12.5397","10.4266","21.3588","125.1470","48.3596","49.5542","45.0339","12.9656"
"708","22/8/2561","13.5772","11.0018","15.2458","12.5415","10.4203","21.4132","125.5170","48.4928","49.7437","45.1483","13.0332"
"754","23/8/2561","13.5776","11.0021","15.2385","12.5441","10.4226","21.5055","126.1681","48.7414","49.9075","45.4112","13.0304"
"803","24/8/2561","13.5780","11.0025","15.2391","12.5431","10.4146","21.4996","126.3782","48.7862","50.2974","45.3010","12.9644"
"956","27/8/2561","13.5791","11.0034","15.2443","12.5345","10.4386","21.6855","127.3486","49.1591","50.5723","45.6777","12.9829"
"1006","28/8/2561","13.5794","11.0034","15.2471","12.5177","10.4488","21.7161","127.5346","49.2577","50.5376","45.7875","13.0720"
"1053","29/8/2561","13.5798","11.0037","15.2475","12.5118","10.4399","21.7737","127.9964","49.4200","50.8569","45.8944","13.0961"
"1148","30/8/2561","13.5802","11.0040","15.2443","12.5146","10.4345","21.7374","127.8012","49.3298","50.9932","45.6892","13.1301"
"1178","31/8/2561","13.5807","11.0043","15.2408","12.5181","10.4185","21.7657","127.9634","49.3964","51.0922","45.7375","13.0615"
"1108","3/9/2561","13.5818","11.0052","15.2453","12.5161","10.4179","21.7543","128.2254","49.4732","51.2601","45.6830","12.9925"
"1229","4/9/2561","13.5822","11.0055","15.2464","12.4970","10.3867","21.6713","128.1585","49.4348","51.2257","45.4503","12.9910"
"1274","5/9/2561","13.5825","11.0058","15.2449","12.4889","10.3574","21.3131","126.9076","48.9458","50.9179","44.6193","12.8890"
"1320","6/9/2561","13.5829","11.0060","15.2456","12.4992","10.3668","21.4178","127.3318","49.1196","51.0494","44.7960","12.8133"
