"","Date","TMBTM","SCBTMFPLUS","KFMTFI","TMBGF","KF-CINCOME","SCBSETFUND","ABG","ABSL","ABSM","JB25","ABWOOF"
"284","15/2/2560","13.3843","10.8237","14.8385","12.2107","10.4510","18.9156","112.2790","43.0458","47.3076","36.5365","12.3205"
"333","16/2/2560","13.3847","10.8242","14.8402","12.2032","10.4552","18.9447","112.3161","43.0653","47.1084","36.5572","12.3728"
"382","17/2/2560","13.3851","10.8246","14.8418","12.2272","10.4387","18.9664","112.7300","43.2289","47.4478","36.6423","12.3674"
"581","20/2/2560","13.3864","10.8257","14.8442","12.2431","10.4517","18.9739","112.9344","43.2992","47.7023","36.6562","12.3850"
"631","21/2/2560","13.3868","10.8260","14.8442","12.2431","10.4856","18.8076","111.9661","42.9148","47.3788","36.3056","12.3796"
"681","22/2/2560","13.3872","10.8264","14.8448","12.2499","10.4927","18.8997","112.0112","42.9567","47.3269","36.5874","12.4015"
"728","23/2/2560","13.3876","10.8267","14.8462","12.2619","10.5026","18.8426","112.0533","42.9612","47.3644","36.4339","12.4189"
"778","24/2/2560","13.3880","10.8272","14.8506","12.2854","10.4754","18.8253","111.8316","42.8925","47.3276","36.4089","12.3938"
"930","27/2/2560","13.3893","10.8282","14.8531","12.3211","10.4605","18.7545","111.3920","42.7285","47.2278","36.2739","12.3430"
"979","28/2/2560","13.3897","10.8286","14.8530","12.3054","10.4708","18.7855","111.6757","42.8485","47.4333","36.2914","12.3486"
"18","1/3/2560","13.3901","10.8290","14.8472","12.3056","10.5460","18.8848","112.2981","43.0983","47.5345","36.6305","12.3457"
"535","2/3/2560","13.3905","10.8294","14.8448","12.2668","10.5611","18.9216","112.5457","43.1880","47.5264","36.6618","12.4563"
"1081","3/3/2560","13.3908","10.8298","14.8446","12.2590","10.5630","18.8814","112.6253","43.2054","47.7560","36.5495","12.3850"
"1299","6/3/2560","13.3920","10.8309","14.8462","12.2638","10.5416","18.7325","111.8683","42.8962","47.5698","36.2979","12.3908"
"1343","7/3/2560","13.3924","10.8311","14.8447","12.2625","10.5410","18.6936","111.8463","42.8819","47.5179","36.2807","12.3910"
"1392","8/3/2560","13.3928","10.8314","14.8426","12.2550","10.5675","18.7141","111.9047","42.9279","47.4950","36.5521","12.4230"
"1444","9/3/2560","13.3932","10.8317","14.8404","12.2322","10.5611","18.6863","112.0279","42.9577","47.6774","36.3959","12.3829"
"57","10/3/2560","13.3936","10.8318","14.8414","12.2042","10.5639","18.5749","111.6925","42.8276","47.5401","36.2611","12.4301"
"200","13/3/2560","13.3948","10.8330","14.8463","12.2007","10.5448","18.5526","111.7247","42.8479","47.3879","36.4743","12.4879"
"244","14/3/2560","13.3952","10.8333","14.8450","12.1915","10.5149","18.6522","111.7702","42.8544","47.4826","36.4756","12.4916"
"288","15/3/2560","13.3956","10.8336","14.8459","12.1998","10.5050","18.6266","111.6270","42.7968","47.5436","36.3487","12.4511"
"337","16/3/2560","13.3960","10.8340","14.8505","12.2404","10.5142","18.8286","112.6377","43.1973","47.8504","36.6921","12.5777"
"386","17/3/2560","13.3964","10.8343","14.8505","12.2387","10.4873","18.8746","113.4109","43.4909","48.0496","36.7846","12.5785"
"586","20/3/2560","13.3976","10.8355","14.8537","12.2457","10.4327","18.8906","113.0240","43.3401","47.9587","36.8829","12.5105"
"636","21/3/2560","13.3980","10.8359","14.8534","12.2516","10.4065","18.9507","113.7698","43.6284","48.1325","37.0350","12.5329"
"685","22/3/2560","13.3984","10.8362","14.8565","12.2630","10.3536","18.9239","113.6020","43.5645","48.1370","36.9867","12.3799"
"732","23/3/2560","13.3988","10.8366","14.8567","12.2779","10.3621","18.9459","113.6577","43.5686","48.1359","37.0283","12.4146"
"782","24/3/2560","13.3992","10.8367","14.8558","12.2776","10.3765","19.0142","113.9184","43.6820","47.9495","37.2377","12.4481"
"935","27/3/2560","13.4004","10.8378","14.8616","12.2884","10.2750","18.9699","113.7333","43.6117","48.0248","37.1167","12.3718"
"984","28/3/2560","13.4008","10.8381","14.8632","12.2874","10.2840","19.0493","114.4788","43.9192","48.1991","37.2927","12.3900"
"1030","29/3/2560","13.4013","10.8384","14.8657","12.2801","10.3357","19.0626","114.2641","43.8194","48.0789","37.2895","12.4254"
"1128","30/3/2560","13.4017","10.8387","14.8682","12.3061","10.3531","19.1398","114.6962","43.9677","48.3280","37.3946","12.4268"
"1165","31/3/2560","13.4021","10.8395","14.8696","12.3088","10.3450","19.0775","114.9998","44.0663","48.4424","37.1241","12.3642"
"1085","3/4/2560","13.4033","10.8405","14.8757","12.3149","10.3298","19.1517","115.3590","44.1687","48.6184","37.2419","12.3456"
"1206","4/4/2560","13.4037","10.8409","14.8753","12.3364","10.3556","19.2028","116.0160","44.4100","48.8170","37.3518","12.4379"
"1253","5/4/2560","13.4041","10.8410","14.8753","12.3418","10.4087","19.2008","116.1234","44.4584","48.7817","37.3860","12.4379"
"1348","7/4/2560","13.4049","10.8419","14.8765","12.3360","10.4311","19.2331","116.3755","44.5594","48.7743","37.6083","12.4036"
"61","10/4/2560","13.4061","10.8430","14.8760","12.3411","10.4447","19.2257","116.2810","44.5366","48.6567","37.5930","12.4056"
"109","11/4/2560","13.4065","10.8433","14.8780","12.3405","10.4286","19.2473","116.4278","44.5904","48.7147","37.5922","12.4350"
"158","12/4/2560","13.4070","10.8441","14.8803","12.3633","10.4096","19.3219","116.7049","44.7224","48.7751","37.8278","12.4350"
"390","17/4/2560","13.4089","10.8459","14.8878","12.3657","10.3286","19.1647","116.2449","44.4903","48.6398","37.4669","12.3654"
"441","18/4/2560","13.4093","10.8464","14.8885","12.3844","10.3418","19.1342","116.1132","44.4489","48.8875","37.4328","12.3654"
"491","19/4/2560","13.4097","10.8468","14.8900","12.4062","10.3276","19.0426","115.7838","44.3060","48.8256","37.3022","12.3233"
"591","20/4/2560","13.4101","10.8472","14.8881","12.3933","10.3216","19.0458","115.7830","44.3031","48.6538","37.3193","12.2864"
"642","21/4/2560","13.4105","10.8475","14.8873","12.3811","10.3509","19.0855","116.3879","44.5093","48.8902","37.3811","12.3188"
"786","24/4/2560","13.4117","10.8486","14.8863","12.3811","10.4026","19.0406","116.1176","44.4396","48.8568","37.3603","12.3916"
"836","25/4/2560","13.4121","10.8489","14.8873","12.3723","10.4425","19.0206","115.7226","44.2942","48.4264","37.4252","12.5033"
"887","26/4/2560","13.4125","10.8491","14.8852","12.3525","10.4525","19.0922","116.1892","44.5017","48.5974","37.5572","12.5756"
"940","27/4/2560","13.4129","10.8496","14.8921","12.3572","10.4913","19.0934","116.0119","44.4569","48.6684","37.5187","12.6783"
"990","28/4/2560","13.4133","10.8500","14.8921","12.3721","10.4793","19.0921","115.8300","44.3841","48.7698","37.4544","12.6792"
"544","2/5/2560","13.4149","10.8515","14.8945","12.3798","10.4622","19.0659","115.5346","44.2672","48.6940","37.4283","12.6589"
"1090","3/5/2560","13.4153","10.8518","14.8946","12.3799","10.4686","19.0586","115.5933","44.2836","48.5822","37.4737","12.6975"
"1210","4/5/2560","13.4157","10.8521","14.8942","12.3835","10.4955","19.1800","116.3819","44.5913","48.9094","37.6630","12.6975"
"1256","5/5/2560","13.4161","10.8525","14.8953","12.3659","10.5245","19.1489","116.0677","44.4624","48.6645","37.6131","12.7250"
"1401","8/5/2560","13.4172","10.8535","14.8979","12.3760","10.5361","19.1670","116.2407","44.5336","48.6653","37.6418","12.8094"
"1454","9/5/2560","13.4176","10.8539","14.8965","12.3661","10.5788","19.0684","115.8708","44.3978","48.3364","37.5833","12.8455"
"113","11/5/2560","13.4184","10.8546","14.8965","12.3557","10.5786","18.9678","115.7563","44.3394","48.3652","37.5694","12.9111"
"163","12/5/2560","13.4188","10.8550","14.8981","12.3590","10.5889","18.8981","115.3349","44.1878","48.2335","37.3946","12.8962"
"294","15/5/2560","13.4200","10.8561","14.9025","12.3917","10.5574","18.8177","114.1876","43.7933","47.8938","37.3057","12.8913"
"344","16/5/2560","13.4205","10.8565","14.9046","12.3833","10.5603","18.9356","114.7811","43.9975","48.2479","37.4777","12.9471"
"394","17/5/2560","13.4209","10.8568","14.9090","12.3945","10.5255","18.9395","115.5014","44.2199","48.4995","37.4503","12.9755"
"445","18/5/2560","13.4213","10.8571","14.9104","12.4274","10.4456","18.8990","115.4277","44.1573","48.6021","37.3422","12.7870"
"496","19/5/2560","13.4217","10.8575","14.9092","12.3939","10.4818","18.9454","115.7518","44.2923","48.7892","37.3650","12.7616"
"695","22/5/2560","13.4229","10.8587","14.9089","12.4017","10.4941","19.0454","116.3432","44.5194","48.9600","37.5427","12.8501"
"741","23/5/2560","13.4233","10.8591","14.9100","12.3966","10.5086","19.1416","117.1275","44.8116","49.1727","37.6388","12.8919"
"789","24/5/2560","13.4237","10.8594","14.9119","12.4005","10.5208","19.1526","117.2484","44.8515","49.2661","37.6582","12.9111"
"840","25/5/2560","13.4241","10.8598","14.9144","12.4166","10.4833","19.1944","117.3546","44.9075","49.3490","37.6612","12.8232"
"892","26/5/2560","13.4245","10.8601","14.9184","12.4290","10.4468","19.1980","117.3519","44.9012","49.4270","37.6404","12.8232"
"1040","29/5/2560","13.4257","10.8612","14.9221","12.4343","10.4596","19.1859","117.2814","44.8744","49.5099","37.5969","12.8592"
"1137","30/5/2560","13.4261","10.8617","14.9202","12.4345","10.4573","19.1878","117.3275","44.8868","49.4026","37.5802","12.8256"
"1168","31/5/2560","13.4265","10.8621","14.9218","12.4426","10.4378","19.1050","116.5482","44.5888","49.1085","37.3510","12.8256"
"26","1/6/2560","13.4269","10.8625","14.9274","12.4493","10.4676","19.1283","116.5594","44.5931","49.1566","37.4696","12.9190"
"549","2/6/2560","13.4273","10.8630","14.9332","12.4471","10.5008","19.1898","117.1145","44.7686","49.4044","37.5676","12.9799"
"1260","5/6/2560","13.4284","10.8640","14.9391","12.4681","10.4713","19.1689","117.1973","44.7955","49.6058","37.4639","12.9204"
"1307","6/6/2560","13.4288","10.8644","14.9424","12.4602","10.4539","19.2132","117.4913","44.9089","49.7964","37.5598","12.9204"
"1355","7/6/2560","13.4292","10.8648","14.9495","12.4767","10.4662","19.1920","117.7951","45.0089","49.9078","37.4991","12.8948"
"1405","8/6/2560","13.4296","10.8653","14.9490","12.4685","10.4577","19.2467","118.0691","45.0864","50.1439","37.5538","12.8941"
"1459","9/6/2560","13.4300","10.8661","14.9494","12.4639","10.4799","19.2033","117.8810","44.9949","50.1695","37.4056","12.8641"
"167","12/6/2560","13.4311","10.8673","14.9516","12.4687","10.4698","19.1667","117.5755","44.8824","50.0429","37.2735","12.8591"
"209","13/6/2560","13.4315","10.8678","14.9516","12.4677","10.4612","19.2828","118.1964","45.1266","50.1908","37.4772","12.8047"
"253","14/6/2560","13.4318","10.8683","14.9572","12.4744","10.4707","19.3346","118.4109","45.2292","50.1656","37.5663","12.8153"
"298","15/6/2560","13.4322","10.8687","14.9613","12.5017","10.4290","19.2972","118.3953","45.2209","50.3853","37.4367","12.7835"
"349","16/6/2560","13.4326","10.8691","14.9613","12.4849","10.4519","19.3188","118.6732","45.3312","50.3055","37.5222","12.7959"
"500","19/6/2560","13.4337","10.8701","14.9622","12.4936","10.4809","19.3717","119.0035","45.4548","50.5469","37.6780","12.8658"
"599","20/6/2560","13.4341","10.8705","14.9612","12.4925","10.4854","19.3316","118.7181","45.3532","50.4822","37.5893","12.8952"
"649","21/6/2560","13.4345","10.8709","14.9689","12.5047","10.4692","19.3106","118.8490","45.3780","50.5533","37.5225","12.8286"
"699","22/6/2560","13.4349","10.8712","14.9720","12.5008","10.4383","19.3617","118.9122","45.4132","50.5528","37.6302","12.8127"
"746","23/6/2560","13.4353","10.8716","14.9745","12.5007","10.4300","19.3794","118.9841","45.4430","50.5282","37.6505","12.9161"
"896","26/6/2560","13.4364","10.8725","14.9794","12.5098","10.4720","19.4174","119.0762","45.4900","50.4717","37.6889","12.9161"
"949","27/6/2560","13.4367","10.8728","14.9807","12.5174","10.4337","19.4239","118.9609","45.4534","50.1617","37.8416","12.9332"
"997","28/6/2560","13.4371","10.8731","14.9755","12.4843","10.4230","19.3813","118.6413","45.3455","50.0261","37.7407","12.8945"
"1043","29/6/2560","13.4375","10.8736","14.9697","12.4786","10.3978","19.3205","118.4358","45.2728","50.0262","37.7121","12.9453"
"1142","30/6/2560","13.4379","10.8739","14.9706","12.4521","10.3929","19.2911","118.1786","45.1932","50.0020","37.6671","12.8639"
"1099","3/7/2560","13.4390","10.8749","14.9744","12.4325","10.4152","19.3425","118.4557","45.2980","50.0900","37.8558","12.8410"
"1219","4/7/2560","13.4394","10.8752","14.9779","12.4199","10.4202","19.2646","117.9968","45.1364","49.9565","37.7650","12.8248"
"1264","5/7/2560","13.4397","10.8756","14.9790","12.4212","10.4190","19.2722","117.9897","45.1234","49.8955","37.8799","12.8299"
"1311","6/7/2560","13.4401","10.8760","14.9809","12.4242","10.3896","19.2027","117.3901","44.8987","49.8242","37.8102","12.8310"
"1360","7/7/2560","13.4404","10.8763","14.9800","12.3948","10.3888","19.1906","117.4127","44.9100","49.7394","37.7696","12.7697"
"121","11/7/2560","13.4419","10.8777","14.9822","12.3864","10.4019","19.1851","117.0089","44.7625","49.3199","37.6583","12.8393"
"171","12/7/2560","13.4423","10.8780","14.9857","12.4055","10.4369","19.2556","117.5011","44.9416","49.4894","37.7804","12.8729"
"213","13/7/2560","13.4427","10.8784","14.9880","12.4333","10.4427","19.2971","117.9429","45.0948","49.7660","37.9478","12.9826"
"258","14/7/2560","13.4433","10.8791","14.9896","12.4243","10.4364","19.2823","117.9243","45.0864","49.6775","37.9229","12.9729"
"403","17/7/2560","13.4444","10.8801","14.9928","12.4441","10.4191","19.2328","117.3795","44.8872","49.4312","37.8001","12.9611"
"453","18/7/2560","13.4449","10.8805","14.9960","12.4515","10.3941","19.1899","116.8469","44.7309","49.2537","37.8250","12.9166"
"503","19/7/2560","13.4452","10.8809","14.9978","12.4711","10.4276","19.2509","117.1126","44.8323","49.3385","37.9453","12.8979"
"603","20/7/2560","13.4456","10.8812","14.9997","12.4784","10.4622","19.2322","116.7584","44.7104","49.2448","37.9162","12.9785"
"654","21/7/2560","13.4461","10.8817","15.0038","12.4900","10.3817","19.2132","116.4486","44.6002","49.2134","37.8775","12.9248"
"798","24/7/2560","13.4472","10.8827","15.0083","12.5048","10.3655","19.2521","116.5425","44.6415","49.2045","38.0304","12.8594"
"849","25/7/2560","13.4475","10.8830","15.0089","12.4916","10.3789","19.3097","116.6616","44.7035","49.1675","38.2568","12.8935"
"900","26/7/2560","13.4478","10.8833","15.0063","12.4592","10.4028","19.3272","116.5394","44.6741","49.0529","38.3448","12.9073"
"952","27/7/2560","13.4485","10.8837","15.0089","12.4835","10.3740","19.3003","116.3585","44.6100","49.0543","38.3122","12.8926"
"1173","31/7/2560","13.4499","10.8850","15.0150","12.4872","10.3429","19.2326","115.7496","44.4060","48.9043","38.1831","12.8114"
"31","1/8/2560","13.4502","10.8854","15.0174","12.4911","10.3546","19.2469","115.5257","44.2809","48.9689","38.0947","12.8668"
"556","2/8/2560","13.4506","10.8857","15.0251","12.5140","10.3601","19.2947","116.0819","44.4879","49.1129","38.1071","12.8892"
"1103","3/8/2560","13.4509","10.8860","15.0304","12.5174","10.3611","19.2559","115.6718","44.3547","49.0551","38.0894","12.8138"
"1224","4/8/2560","13.4512","10.8863","15.0330","12.5325","10.3688","19.2552","115.8999","44.3990","49.2451","38.1042","12.7825"
"1364","7/8/2560","13.4522","10.8873","15.0340","12.5241","10.3839","19.2154","115.6426","44.3269","49.0958","38.1278","12.7914"
"1414","8/8/2560","13.4525","10.8877","15.0412","12.5315","10.3755","19.2813","115.8316","44.3940","49.0990","38.2545","12.7931"
"1466","9/8/2560","13.4529","10.8881","15.0472","12.5276","10.3517","19.2004","115.5983","44.2957","49.0344","38.1467","12.7284"
"76","10/8/2560","13.4532","10.8884","15.0479","12.5447","10.3152","19.2080","115.6920","44.3247","49.0887","38.1824","12.6921"
"125","11/8/2560","13.4535","10.8887","15.0417","12.5522","10.2475","19.0871","115.1053","44.1452","48.7740","37.9897","12.5887"
"307","15/8/2560","13.4548","10.8897","15.0382","12.5537","10.3107","19.1630","115.0129","44.1411","48.7970","38.1074","12.7124"
"356","16/8/2560","13.4552","10.8899","15.0368","12.5316","10.3470","19.1597","115.0867","44.1513","48.8254","38.1569","12.7124"
"407","17/8/2560","13.4554","10.8901","15.0389","12.5502","10.3256","19.1892","114.9003","44.0922","48.7060","38.2025","12.7122"
"458","18/8/2560","13.4558","10.8904","15.0437","12.5574","10.2594","19.1655","114.5680","43.9748","48.5306","38.1927","12.5920"
"658","21/8/2560","13.4568","10.8914","15.0445","12.5620","10.2558","19.1848","114.8663","44.1009","48.6998","38.2448","12.5854"
"707","22/8/2560","13.4571","10.8917","15.0420","12.5717","10.3071","19.2410","115.0658","44.1859","48.6950","38.3238","12.6458"
"753","23/8/2560","13.4574","10.8921","15.0447","12.5613","10.3233","19.2544","115.7190","44.4174","49.0450","38.4087","12.7489"
"802","24/8/2560","13.4578","10.8924","15.0446","12.5780","10.3357","19.2943","116.0036","44.5210","49.3191","38.5005","12.7489"
"854","25/8/2560","13.4583","10.8927","15.0489","12.5681","10.3341","19.2917","116.0433","44.5209","49.3353","38.4830","12.7067"
"1005","28/8/2560","13.4592","10.8936","15.0534","12.5841","10.3026","19.4275","116.6020","44.7523","49.3869","38.7467","12.6864"
"1052","29/8/2560","13.4596","10.8940","15.0565","12.5834","10.2551","19.7926","118.2845","45.4319","49.6999","39.6522","12.6548"
"1147","30/8/2560","13.4599","10.8943","15.0532","12.5977","10.2905","19.7804","118.1338","45.3924","49.6056","39.6747","12.6873"
"1177","31/8/2560","13.4602","10.8946","15.0590","12.5979","10.3258","19.8702","118.3114","45.4208","49.7395","39.7384","12.6866"
"36","1/9/2560","13.4606","10.8949","15.0613","12.6095","10.3382","19.8858","118.3325","45.4367","49.7681","39.7576","12.7606"
"1228","4/9/2560","13.4615","10.8958","15.0626","12.5980","10.3348","19.8893","118.3070","45.4428","49.8118","39.7809","12.7392"
"1273","5/9/2560","13.4619","10.8962","15.0645","12.5976","10.3271","19.9223","118.0906","45.3413","49.7101","39.7217","12.7413"
"1319","6/9/2560","13.4622","10.8965","15.0686","12.6366","10.3111","19.9317","117.9975","45.3017","49.7654","39.6937","12.7124"
"1368","7/9/2560","13.4625","10.8969","15.0715","12.6179","10.3131","20.0845","118.4277","45.4837","49.9682","40.0223","12.7900"
"1419","8/9/2560","13.4629","10.8971","15.0770","12.6338","10.3004","20.1282","118.7237","45.5994","49.8759","40.2523","12.8485"
